"Sticker ID","Type","Name/Description","Country/Category","Club","Position",DOB
"TUR5","Player","ABDÜLKERİM BARDAKCI","Türkiye","Galatasaray","Defender","1994-09-07"
"TUR6","Player","Çağlar Söyüncü","Türkiye","Fenerbahçe","Defender","1996-05-23"
"TUR7","Player","MERİH DEMİRAL","Türkiye","Al-Ahli Saudi FC","Defender","1998-03-05"
"TUR8","Player","FERDİ KADIOĞLU","Türkiye","Brighton & Hove Albion","Defender","1999-10-07"
"TUR9","Player","Kaan Ayhan","Türkiye","Galatasaray","Midfielder","1994-11-10"
"TUR10","Player","İSMAİL YÜKSEK","Türkiye","Fenerbahçe","Midfielder","1999-01-26"
"TUR11","Player","Hakan Çalhanoğlu","Türkiye","Inter Milan","Midfielder","1994-02-08"
"TUR12","Player","Orkun Kökçü","Türkiye","Beşiktaş","Midfielder","2000-12-29"
"TUR13","Photo","Türkiye Team Photo","Türkiye","","",""
"TUR14","Player","Arda Güler","Türkiye","Real Madrid","Forward","2005-02-25"
"TUR15","Player","İRFAN CAN KAHVECİ","Türkiye","Kasımpaşa","Forward","1995-07-15"
"TUR16","Player","Yunus Akgün","Türkiye","Galatasaray","Forward","2000-07-07"
"TUR17","Player","Can Uzun","Türkiye","Eintracht Frankfurt","Forward","2005-11-11"
"TUR18","Player","Barış Alper Yılmaz","Türkiye","Galatasaray","Forward","2000-05-23"
"TUR19","Player","Kerem Aktürkoğlu","Türkiye","Fenerbahçe","Forward","1998-10-21"
"TUR20","Player","Kenan Yıldız","Türkiye","Juventus","Forward","2005-05-04"
"GER1","Badge","Germany Team Crest","Germany","","",""
"GER2","Player","Marc-André ter Stegen","Germany","FC Barcelona","Goalkeeper","1992-04-30"
"GER3","Player","Jonathan Tah","Germany","Bayern Munich","Defender","1996-02-11"
"GER4","Player","David Raum","Germany","RB Leipzig","Defender","1998-04-22"
"GER5","Player","Nico Schlotterbeck","Germany","Borussia Dortmund","Defender","2000-12-01"
"GER6","Player","Antonio Rüdiger","Germany","Real Madrid","Defender","1993-03-03"
"GER7","Player","Waldemar Anton","Germany","Borussia Dortmund","Defender","1996-07-20"
"GER8","Player","Ridle Baku","Germany","RB Leipzig","Defender","1998-04-08"
"GER9","Player","Maximilian Mittelstädt","Germany","VfB Stuttgart","Defender","1997-03-18"
"GER10","Player","Joshua Kimmich","Germany","Bayern Munich","Midfielder","1995-02-08"
"GER11","Player","Florian Wirtz","Germany","Liverpool FC","Midfielder","2003-05-03"
"GER12","Player","Felix Nmecha","Germany","Borussia Dortmund","Midfielder","2000-10-10"
"GER13","Photo","Germany Team Photo","Germany","","",""
"GER14","Player","Leon Goretzka","Germany","Bayern Munich","Midfielder","1995-02-06"
"GER15","Player","Jamal Musiala","Germany","Bayern Munich","Midfielder","2003-02-26"
"GER16","Player","Serge Gnabry","Germany","Bayern Munich","Forward","1995-07-14"
"GER17","Player","Kai Havertz","Germany","Arsenal FC","Forward","1999-06-11"
"GER18","Player","Leroy Sané","Germany","Galatasaray","Forward","1996-01-11"
"GER19","Player","Karim Adeyemi","Germany","Borussia Dortmund","Forward","2002-01-18"
"GER20","Player","Nick Woltemade","Germany","Newcastle United","Forward","2002-02-14"
"CUW1","Badge","Curaçao Team Crest","Curaçao","","",""
"CUW2","Player","Eloy Room","Curaçao","Miami FC","Goalkeeper","1989-02-06"
"CUW3","Player","Armando Obispo","Curaçao","PSV Eindhoven","Defender","1999-03-05"
"CUW4","Player","Sherel Floranus","Curaçao","PEC Zwolle","Defender","1998-10-11"
"CUW5","Player","Juriën Gaari","Curaçao","Abha Club","Defender","1993-12-23"
"CUW6","Player","Joshua Brenet","Curaçao","Kayserispor","Defender","1994-03-20"
"CUW7","Player","Roshon van Eijma","Curaçao","RKC Waalwijk","Defender","2002-03-04"
"CUW8","Player","Shurandy Sambo","Curaçao","Sparta Rotterdam","Defender","2001-08-19"
"CUW9","Player","Livano Comenencia","Curaçao","FC Zürich","Midfielder","2004-02-03"
"CUW10","Player","Godfried Roemeratoe","Curaçao","RKC Waalwijk","Midfielder","1999-02-19"
"CUW11","Player","Juninho Bacuna","Curaçao","FC Volendam","Midfielder","1997-08-12"
"CUW12","Player","Leandro Bacuna","Curaçao","Iğdır FK","Midfielder","1991-08-21"
"CUW13","Photo","Curaçao Team Photo","Curaçao","","",""
"CUW14","Player","Tahith Chong","Curaçao","Sheffield United","Midfielder","1999-12-04"
"CUW15","Player","Kenji Gorré","Curaçao","Maccabi Haifa","Forward","1994-09-29"
"CUW16","Player","Jearl Margaritha","Curaçao","SK Beveren","Forward","2000-04-01"
"CUW17","Player","Jürgen Locadia","Curaçao","Miami FC","Forward","1993-11-07"
"CUW18","Player","Jeremy Antonisse","Curaçao","AE Kifisia","Forward","2002-02-18"
"CUW19","Player","Gervane Kastaneer","Curaçao","Terengganu FC","Forward","1996-06-09"
"CUW20","Player","Sontje Hansen","Curaçao","Middlesbrough FC","Forward","2002-05-18"
"CIV1","Badge","Côte d'Ivoire Team Crest","Côte d'Ivoire","","",""
"CIV2","Player","Yahia Fofana","Côte d'Ivoire","Angers SCO","Goalkeeper","2000-08-21"
"CIV3","Player","Ghislain Konan","Côte d'Ivoire","Al-Fayha","Defender","1995-12-27"
"CIV4","Player","Wilfried Singo","Côte d'Ivoire","Galatasaray","Defender","2000-12-25"
"CIV5","Player","Odilon Kossounou","Côte d'Ivoire","Atalanta","Defender","2001-01-04"
"CIV6","Player","Evan Ndicka","Côte d'Ivoire","AS Roma","Defender","1999-08-20"
"CIV7","Player","Willy Boly","Côte d'Ivoire","Nottingham Forest","Defender","1991-02-03"
"CIV8","Player","Emmanuel Agbadou","Côte d'Ivoire","Wolverhampton Wanderers","Defender","1997-06-17"
"CIV9","Player","Ousmane Diomande","Côte d'Ivoire","Sporting CP","Defender","2003-12-04"
"CIV10","Player","Franck Kessié","Côte d'Ivoire","Al-Ahli Saudi FC","Midfielder","1996-12-19"
"CIV11","Player","Seko Fofana","Côte d'Ivoire","Stade Rennais","Midfielder","1995-05-13"
"CIV12","Player","Ibrahim Sangaré","Côte d'Ivoire","Nottingham Forest","Midfielder","1997-12-02"
"CIV13","Photo","Côte d'Ivoire Team Photo","Côte d'Ivoire","","",""
"CIV14","Player","Jean-Philippe Gbamin","Côte d'Ivoire","FC Zürich","Midfielder","1995-09-25"
"CIV15","Player","Amad Diallo","Côte d'Ivoire","Manchester United","Forward","2002-07-11"
"CIV16","Player","Sébastien Haller","Côte d'Ivoire","FC Utrecht","Forward","1994-06-22"
"CIV17","Player","Simon Adingra","Côte d'Ivoire","Sunderland AFC","Forward","2002-11-01"
"CIV18","Player","Yan Diomande","Côte d'Ivoire","RB Leipzig","Forward","2005-11-14"
"CIV19","Player","Evann Guessand","Côte d'Ivoire","Aston Villa","Forward","2001-07-01"
"CIV20","Player","Oumar Diakité","Côte d'Ivoire","Stade de Reims","Forward","2003-12-16"
"ECU1","Badge","Ecuador Team Crest","Ecuador","","",""
"ECU2","Player","Hernán Galíndez","Ecuador","Huracán","Goalkeeper","1987-03-30"
"ECU3","Player","Gonzalo Valle","Ecuador","LDU Quito","Goalkeeper","1996-02-28"
"ECU4","Player","Piero Hincapié","Ecuador","Arsenal FC","Defender","2002-01-09"
"ECU5","Player","Pervis Estupiñán","Ecuador","AC Milan","Defender","1998-01-21"
"ECU6","Player","Willian Pacho","Ecuador","Paris Saint-Germain","Defender","2001-10-16"
"ECU7","Player","Ángelo Preciado","Ecuador","Atlético Mineiro","Defender","1998-02-18"
"ECU8","Player","Joel Ordóñez","Ecuador","Club Brugge","Defender","2004-04-21"
"ECU9","Player","Moisés Caicedo","Ecuador","Chelsea","Midfielder","2001-11-02"
"ECU10","Player","Alan Franco","Ecuador","Atlético Mineiro","Midfielder","1998-08-21"
"ECU11","Player","Kendry Páez","Ecuador","River Plate","Midfielder","2007-05-04"
"ECU12","Player","Pedro Vite","Ecuador","Pumas UNAM","Midfielder","2002-03-09"
"ECU13","Photo","Ecuador Team Photo","Ecuador","","",""
"ECU14","Player","John Yeboah","Ecuador","Venezia FC","Forward","2000-12-23"
"ECU15","Player","Leonardo Campana","Ecuador","New England Revolution","Forward","2000-07-24"
"ECU16","Player","Gonzalo Plata","Ecuador","Flamengo","Midfielder","2000-11-01"
"ECU17","Player","Nilson Angulo","Ecuador","Sunderland AFC","Midfielder","2003-06-19"
"ECU18","Player","Alan Minda","Ecuador","Atlético Mineiro","Forward","2003-03-14"
"ECU19","Player","Kevin Rodríguez","Ecuador","Union Saint-Gilloise","Forward","2000-03-04"
"ECU20","Player","Enner Valencia","Ecuador","Pachuca","Forward","1989-11-04"
"NED1","Badge","Netherlands Team Crest","Netherlands","","",""
"NED2","Player","Bart Verbruggen","Netherlands","Brighton & Hove Albion","Goalkeeper","2002-08-18"
"NED3","Player","Virgil van Dijk","Netherlands","Liverpool FC","Defender","1991-07-08"
"NED4","Player","Micky van de Ven","Netherlands","Tottenham Hotspur","Defender","2001-04-19"
"NED5","Player","Jurriën Timber","Netherlands","Arsenal FC","Defender","2001-06-17"
"NED6","Player","Denzel Dumfries","Netherlands","Inter Milan","Defender","1996-04-18"
"NED7","Player","Nathan Aké","Netherlands","Manchester City","Defender","1995-02-18"
"NED8","Player","Jeremie Frimpong","Netherlands","Liverpool FC","Defender","2000-12-10"
"NED9","Player","Jan Paul van Hecke","Netherlands","Brighton & Hove Albion","Defender","2000-06-08"
"NED10","Player","Tijjani Reijnders","Netherlands","Manchester City","Midfielder","1998-07-29"
"NED11","Player","Ryan Gravenberch","Netherlands","Liverpool FC","Midfielder","2002-05-16"
"NED12","Player","Teun Koopmeiners","Netherlands","Juventus","Midfielder","1998-02-28"
"NED13","Photo","Netherlands Team Photo","Netherlands","","",""
"NED14","Player","Frenkie de Jong","Netherlands","FC Barcelona","Midfielder","1997-05-12"
"NED15","Player","Xavi Simons","Netherlands","Tottenham Hotspur","Midfielder","2003-04-21"
"NED16","Player","Justin Kluivert","Netherlands","AFC Bournemouth","Forward","1999-05-05"
"NED17","Player","Memphis Depay","Netherlands","Corinthians","Forward","1994-02-13"
"NED18","Player","Donyell Malen","Netherlands","AS Roma","Forward","1999-01-19"
"NED19","Player","Wout Weghorst","Netherlands","FC Twente","Forward","1992-08-07"
"NED20","Player","Cody Gakpo","Netherlands","Liverpool FC","Forward","1999-05-07"
"JPN1","Badge","Japan Team Crest","Japan","","",""
"JPN2","Player","Zion Suzuki","Japan","Parma Calcio","Goalkeeper","2002-08-21"
"JPN3","Player","Henry Heroki Mochizuki","Japan","VfB Stuttgart","Defender","2001-09-20"
"JPN4","Player","Ayumu Seko","Japan","Grasshopper Club Zürich","Defender","2000-06-07"
"JPN5","Player","Junnosuke Suzuki","Japan","FC København","Defender","2003-07-12"
"JPN6","Player","Shogo Taniguchi","Japan","Sint-Truiden","Defender","1991-07-15"
"JPN7","Player","Tsuyoshi Watanabe","Japan","KAA Gent","Defender","1997-02-05"
"JPN8","Player","Kaishu Sano","Japan","1. FSV Mainz 05","Midfielder","2000-12-30"
"JPN9","Player","Yuki Soma","Japan","Machida Zelvia","Forward","1997-02-25"
"JPN10","Player","Ao Tanaka","Japan","Leeds United","Midfielder","1998-09-10"
"JPN11","Player","Daichi Kamada","Japan","Crystal Palace","Midfielder","1996-08-05"
"JPN12","Player","Takefusa Kubo","Japan","Real Sociedad","Forward","2001-06-04"
"JPN13","Photo","Japan Team Photo","Japan","","",""
"JPN14","Player","Ritsu Doan","Japan","Eintracht Frankfurt","Forward","1998-06-16"
"JPN15","Player","Keito Nakamura","Japan","Stade de Reims","Forward","2000-07-28"
"JPN16","Player","Takumi Minamino","Japan","AS Monaco","Forward","1995-01-16"
"JPN17","Player","Shuto Machino","Japan","Holstein Kiel","Forward","1999-09-30"
"JPN18","Player","Junya Ito","Japan","Stade de Reims","Forward","1993-03-09"
"JPN19","Player","Koki Ogawa","Japan","NEC Nijmegen","Forward","1997-08-08"
"JPN20","Player","Ayase Ueda","Japan","Feyenoord","Forward","1998-08-28"
"SWE1","Badge","Sweden Team Crest","Sweden","","",""
"SWE2","Player","Viktor Johansson","Sweden","Stoke City","Goalkeeper","1998-09-14"
"SWE3","Player","Isak Hien","Sweden","Atalanta","Defender","1999-01-13"
"SWE4","Player","Gabriel Gudmundsson","Sweden","Leeds United","Defender","1999-04-29"
"SWE5","Player","Emil Holm","Sweden","Juventus","Defender","2000-05-13"
"SWE6","Player","Victor Nilsson Lindelöf","Sweden","Aston Villa","Defender","1994-07-17"
"SWE7","Player","Gustaf Lagerbielke","Sweden","SC Braga","Defender","2000-04-10"
"SWE8","Player","Lucas Bergvall","Sweden","Tottenham Hotspur","Midfielder","2006-02-02"
"SWE9","Player","Hugo Larsson","Sweden","Eintracht Frankfurt","Midfielder","2004-06-27"
"SWE10","Player","Jesper Karlström","Sweden","Udinese","Midfielder","1995-06-21"
"SWE11","Player","Yasin Ayari","Sweden","Brighton & Hove Albion","Midfielder","2003-10-06"
"SWE12","Player","Mattias Svanberg","Sweden","VfL Wolfsburg","Midfielder","1999-01-05"
"SWE13","Photo","Sweden Team Photo","Sweden","","",""
"SWE14","Player","Daniel Svensson","Sweden","Borussia Dortmund","Defender","2002-02-12"
"SWE15","Player","Ken Sema","Sweden","Pafos","Midfielder","1993-09-30"
"SWE16","Player","Roony Bardghji","Sweden","FC Barcelona","Forward","2005-11-15"
"SWE17","Player","Dejan Kulusevski","Sweden","Tottenham Hotspur","Midfielder","2000-04-25"
"SWE18","Player","Anthony Elanga","Sweden","Newcastle United","Forward","2002-04-27"
"SWE19","Player","Alexander Isak","Sweden","Liverpool FC","Forward","1999-09-21"
"SWE20","Player","Viktor Gyökeres","Sweden","Arsenal FC","Forward","1998-06-04"
"TUN1","Badge","Tunisia Team Crest","Tunisia","","",""
"TUN2","Player","Bechir Ben Saïd","Tunisia","Espérance de Tunis","Goalkeeper","1994-11-29"
"TUN3","Player","Aymen Dahmen","Tunisia","CS Sfaxien","Goalkeeper","1997-01-28"
"TUN4","Player","Yan Valery","Tunisia","Sheffield Wednesday","Defender","1999-02-22"
"TUN5","Player","Montassar Talbi","Tunisia","FC Lorient","Defender","1998-05-26"
"TUN6","Player","Yassine Meriah","Tunisia","Espérance de Tunis","Defender","1993-07-02"
"TUN7","Player","Ali Abdi","Tunisia","OGC Nice","Defender","1993-12-20"
"TUN8","Player","Dylan Bronn","Tunisia","Servette FC","Defender","1995-06-19"
"TUN9","Player","Ellyes Skhiri","Tunisia","Eintracht Frankfurt","Midfielder","1995-05-10"
"TUN10","Player","Aïssa Laïdouni","Tunisia","Al-Wakrah","Midfielder","1996-12-13"
"TUN11","Player","Ferjani Sassi","Tunisia","Al-Gharafa","Midfielder","1992-03-18"
"TUN12","Player","Mohamed Ali Ben Romdhane","Tunisia","Al Ahly SC","Midfielder","1999-09-06"
"TUN13","Photo","Tunisia Team Photo","Tunisia","","",""
"TUN14","Player","Hannibal Mejbri","Tunisia","Burnley FC","Midfielder","2003-01-21"
"TUN15","Player","Elias Achouri","Tunisia","FC København","Forward","1999-02-10"
"TUN16","Player","Elias Saad","Tunisia","FC Augsburg","Forward","1999-12-27"
"TUN17","Player","Hazem Mastouri","Tunisia","Dynamo Makhachkala","Forward","1997-06-18"
"TUN18","Player","Ismaël Gharbi","Tunisia","FC Augsburg","Forward","2004-04-10"
"TUN19","Player","Sayfallah Ltaief","Tunisia","FC Twente","Forward","2000-04-22"
"TUN20","Player","Naïm Sliti","Tunisia","Al-Shamal","Forward","1992-07-27"
"BEL1","Badge","Belgium Team Crest","Belgium","","",""
"BEL2","Player","Thibaut Courtois","Belgium","Real Madrid","Goalkeeper","1992-05-11"
"BEL3","Player","Arthur Theate","Belgium","Eintracht Frankfurt","Defender","2000-05-25"
"BEL4","Player","Timothy Castagne","Belgium","Fulham","Defender","1995-12-05"
"BEL5","Player","Zeno Debast","Belgium","Sporting CP","Defender","2003-10-24"
"BEL6","Player","Brandon Mechele","Belgium","Club Brugge","Defender","1993-01-28"
"BEL7","Player","Maxim De Cuyper","Belgium","Club Brugge","Defender","2000-12-22"
"BEL8","Player","Thomas Meunier","Belgium","LOSC Lille","Defender","1991-09-12"
"BEL9","Player","Youri Tielemans","Belgium","Aston Villa","Midfielder","1997-05-07"
"BEL10","Player","Amadou Onana","Belgium","Aston Villa","Midfielder","2001-08-16"
"BEL11","Player","Nicolas Raskin","Belgium","Rangers","Midfielder","2001-02-23"
"BEL12","Player","Alexis Saelemaekers","Belgium","AS Roma","Forward","1999-06-27"
"BEL13","Photo","Belgium Team Photo","Belgium","","",""
"BEL14","Player","Hans Vanaken","Belgium","Club Brugge","Midfielder","1992-08-24"
"BEL15","Player","Kevin De Bruyne","Belgium","Manchester City","Midfielder","1991-06-28"
"BEL16","Player","Jérémy Doku","Belgium","Manchester City","Forward","2002-05-27"
"BEL17","Player","Charles De Ketelaere","Belgium","Atalanta","Forward","2001-03-10"
"BEL18","Player","Leandro Trossard","Belgium","Arsenal FC","Forward","1994-12-04"
"BEL19","Player","Loïs Openda","Belgium","RB Leipzig","Forward","2000-02-16"
"BEL20","Player","Romelu Lukaku","Belgium","SSC Napoli","Forward","1993-05-13"
"EGY1","Badge","Egypt Team Crest","Egypt","","",""
"EGY2","Player","Mohamed El Shenawy","Egypt","Al Ahly SC","Goalkeeper","1988-12-18"
"EGY3","Player","Mohamed Hany","Egypt","Al Ahly SC","Defender","1996-02-02"
"EGY4","Player","Mohamed Hamdy","Egypt","Zamalek SC","Defender","1995-03-15"
"EGY5","Player","Yasser Ibrahim","Egypt","Al Ahly SC","Defender","1993-02-10"
"EGY6","Player","Khaled Sobhi","Egypt","Ceramica Cleopatra FC","Defender","1995-05-04"
"EGY7","Player","Ramy Rabia","Egypt","Al Ahly SC","Defender","1993-05-20"
"EGY8","Player","Hossam Abdelmaguid","Egypt","Zamalek SC","Defender","2001-04-30"
"EGY9","Player","Ahmed Fatouh","Egypt","Zamalek SC","Defender","1998-03-22"
"EGY10","Player","Marwan Attia","Egypt","Al Ahly SC","Midfielder","1998-08-12"
"EGY11","Player","Zizo","Egypt","Zamalek SC","Forward","1996-01-10"
"EGY12","Player","Hamdy Fathy","Egypt","Al-Wakrah","Midfielder","1994-09-29"
"EGY13","Photo","Egypt Team Photo","Egypt","","",""
"EGY14","Player","Mohanad Lasheen","Egypt","Pyramids FC","Midfielder","1996-05-29"
"EGY15","Player","Emam Ashour","Egypt","Al Ahly SC","Midfielder","1998-02-20"
"EGY16","Player","Osama Faisal","Egypt","National Bank of Egypt SC","Forward","2001-07-01"
"EGY17","Player","Mohamed Salah","Egypt","Liverpool FC","Forward","1992-06-15"
"EGY18","Player","Mostafa Mohamed","Egypt","FC Nantes","Forward","1997-11-28"
"EGY19","Player","Trézéguet","Egypt","Al-Rayyan","Forward","1994-10-01"
"EGY20","Player","Omar Marmoush","Egypt","Manchester City","Forward","1999-02-07"
"IRN1","Badge","Iran Team Crest","Iran","","",""
"IRN2","Player","Alireza Beiranvand","Iran","Tractor SC","Goalkeeper","1992-09-21"
"IRN3","Player","Morteza Pouraliganji","Iran","Persepolis FC","Defender","1992-04-25"
"IRN4","Player","Ehsan Hajsafi","Iran","Sepahan SC","Defender","1990-02-25"
"IRN5","Player","Milad Mohammadi","Iran","Persepolis FC","Defender","1993-09-29"
"IRN6","Player","Shojae Khalilzadeh","Iran","Tractor SC","Defender","1989-05-14"
"IRN7","Player","Ramin Rezaeian","Iran","Esteghlal FC","Defender","1990-03-21"
"IRN8","Player","Hossein Kanaani","Iran","Persepolis FC","Defender","1994-03-23"
"IRN9","Player","Sadegh Moharrami","Iran","Tractor SC","Defender","1996-03-01"
"IRN10","Player","Saleh Hardani","Iran","Esteghlal FC","Defender","1998-12-26"
"IRN11","Player","Saeed Ezatolahi","Iran","Shabab Al-Ahli","Midfielder","1996-10-01"
"IRN12","Player","Saman Ghoddos","Iran","Kalba FC","Midfielder","1993-09-06"
"IRN13","Photo","Iran Team Photo","Iran","","",""
"IRN14","Player","Omid Noorafkan","Iran","Sepahan SC","Midfielder","1997-04-09"
"IRN15","Player","Roozbeh Cheshmi","Iran","Esteghlal FC","Midfielder","1993-07-24"
"IRN16","Player","Mohammad Mohebi","Iran","FC Rostov","Forward","1998-12-20"
"IRN17","Player","Sardar Azmoun","Iran","Shabab Al-Ahli","Forward","1995-01-01"
"IRN18","Player","Mehdi Taremi","Iran","Olympiacos FC","Forward","1992-07-18"
"IRN19","Player","Alireza Jahanbakhsh","Iran","FCV Dender EH","Forward","1993-10-08"
"IRN20","Player","Ali Gholizadeh","Iran","Lech Poznań","Forward","1996-03-10"
"NZL1","Badge","New Zealand Team Crest","New Zealand","","",""
"NZL2","Player","Max Crocombe","New Zealand","Millwall FC","Goalkeeper","1993-08-12"
"NZL3","Player","Alex Paulsen","New Zealand","Lechia Gdańsk","Goalkeeper","2002-07-04"
"NZL4","Player","Michael Boxall","New Zealand","Minnesota United FC","Defender","1988-08-18"
"NZL5","Player","Liberato Cacace","New Zealand","Wrexham AFC","Defender","2000-09-27"
"NZL6","Player","Tim Payne","New Zealand","Wellington Phoenix","Defender","1994-01-10"
"NZL7","Player","Tyler Bindon","New Zealand","Nottingham Forest","Defender","2005-01-27"
"NZL8","Player","Francis de Vries","New Zealand","Auckland FC","Defender","1994-11-28"
"NZL9","Player","Finn Surman","New Zealand","Portland Timbers","Defender","2003-03-23"
"NZL10","Player","Joe Bell","New Zealand","Viking FK","Midfielder","1998-04-26"
"NZL11","Player","Sarpreet Singh","New Zealand","Wellington Phoenix","Midfielder","1999-02-20"
"NZL12","Player","Ryan Thomas","New Zealand","PEC Zwolle","Midfielder","1994-12-20"
"NZL13","Photo","New Zealand Team Photo","New Zealand","","",""
"NZL14","Player","Matthew Garbett","New Zealand","Peterborough United","Midfielder","2002-04-13"
"NZL15","Player","Marko Stamenić","New Zealand","Swansea City","Midfielder","2002-02-19"
"NZL16","Player","Ben Old","New Zealand","Saint-Étienne","Defender","2002-08-13"
"NZL17","Player","Chris Wood","New Zealand","Nottingham Forest","Forward","1991-12-07"
"NZL18","Player","Elijah Just","New Zealand","Motherwell","Forward","2000-05-01"
"NZL19","Player","Callum McCowatt","New Zealand","Silkeborg IF","Forward","1999-04-30"
"NZL20","Player","Kosta Barbarouses","New Zealand","Western Sydney Wanderers","Forward","1990-02-19"
"ESP1","Badge","Spain Team Crest","Spain","","",""
"ESP2","Player","Unai Simón","Spain","Athletic Club","Goalkeeper","1997-06-11"
"ESP3","Player","Robin Le Normand","Spain","Atlético Madrid","Defender","1996-11-11"
"ESP4","Player","Aymeric Laporte","Spain","Al-Nassr","Defender","1994-05-27"
"ESP5","Player","Dean Huijsen","Spain","Real Madrid","Defender","2005-04-14"
"ESP6","Player","Pedro Porro","Spain","Tottenham Hotspur","Defender","1999-09-13"
"ESP7","Player","Dani Carvajal","Spain","Real Madrid","Defender","1992-01-11"
"ESP8","Player","Marc Cucurella","Spain","Chelsea","Defender","1998-07-22"
"ESP9","Player","Martín Zubimendi","Spain","Arsenal FC","Midfielder","1999-02-02"
"ESP10","Player","Rodri","Spain","Manchester City","Midfielder","1996-06-22"
"ESP11","Player","Pedri","Spain","FC Barcelona","Midfielder","2002-11-25"
"ESP12","Player","Fabián Ruiz","Spain","Paris Saint-Germain","Midfielder","1996-08-03"
"ESP13","Photo","Spain Team Photo","Spain","","",""
"ESP14","Player","Mikel Merino","Spain","Arsenal FC","Midfielder","1996-06-22"
"ESP15","Player","Lamine Yamal","Spain","FC Barcelona","Forward","2007-07-13"
"ESP16","Player","Dani Olmo","Spain","FC Barcelona","Midfielder","1998-05-07"
"ESP17","Player","Nico Williams","Spain","Athletic Club","Forward","2002-07-12"
"ESP18","Player","Ferran Torres","Spain","FC Barcelona","Forward","2000-02-29"
"ESP19","Player","Álvaro Morata","Spain","Como 1907","Forward","1992-10-23"
"ESP20","Player","Mikel Oyarzabal","Spain","Real Sociedad","Forward","1997-04-21"
"CPV1","Badge","Cape Verde Team Crest","Cape Verde","","",""
"CPV2","Player","Vozinha","Cape Verde","Chaves","Goalkeeper","1986-02-03"
"CPV3","Player","Logan Costa","Cape Verde","Villarreal CF","Defender","2001-04-01"
"CPV4","Player","Pico","Cape Verde","Shamrock Rovers","Defender","1992-10-17"
"CPV5","Player","Diney","Cape Verde","Al Bataeh","Defender","1995-01-17"
"CPV6","Player","Steven Moreira","Cape Verde","Columbus Crew","Defender","1994-08-13"
"CPV7","Player","Wagner Pina","Cape Verde","Trabzonspor","Defender","2002-11-03"
"CPV8","Player","João Paulo","Cape Verde","FCSB","Defender","1996-12-07"
"CPV9","Player","Yannick Semedo","Cape Verde","Farense","Midfielder","1996-09-28"
"CPV10","Player","Kevin Pina","Cape Verde","Krasnodar","Midfielder","2003-01-27"
"CPV11","Player","Patrick Andrade","Cape Verde","Esteghlal FC","Midfielder","1993-02-09"
"CPV12","Player","Jamiro Monteiro","Cape Verde","PEC Zwolle","Midfielder","1993-11-23"
"CPV13","Photo","Cape Verde Team Photo","Cape Verde","","",""
"CPV14","Player","Deroy Duarte","Cape Verde","Ludogorets Razgrad","Midfielder","1999-07-04"
"CPV15","Player","Garry Rodrigues","Cape Verde","Apollon Limassol","Forward","1990-11-27"
"CPV16","Player","Jovane Cabral","Cape Verde","Estrela Amadora","Forward","1998-06-14"
"CPV17","Player","Ryan Mendes","Cape Verde","Iğdır FK","Forward","1990-01-08"
"CPV18","Player","Dailon Livramento","Cape Verde","Casa Pia","Forward","2001-05-04"
"CPV19","Player","Willy Semedo","Cape Verde","Omonia","Forward","1994-04-27"
"CPV20","Player","Bebé","Cape Verde","Rayo Vallecano","Forward","1990-07-12"
"KSA1","Badge","Saudi Arabia Team Crest","Saudi Arabia","","",""
"KSA2","Player","Nawaf Alaqidi","Saudi Arabia","Al-Nassr","Goalkeeper","2000-05-10"
"KSA3","Player","Abdulrahman Alsanbi","Saudi Arabia","Al-Ahli Saudi FC","Goalkeeper","1997-02-21"
"KSA4","Player","Saud Abdulhamid","Saudi Arabia","Al-Hilal","Defender","1999-07-18"
"KSA5","Player","Nawaf Buwashl","Saudi Arabia","Al-Nassr","Defender","1999-09-16"
"KSA6","Player","Jehad Thikri","Saudi Arabia","Al-Qadsiah","Defender","2001-07-21"
"KSA7","Player","Moteb Alharbi","Saudi Arabia","Al-Hilal","Defender","2000-02-19"
"KSA8","Player","Hassan Altambakti","Saudi Arabia","Al-Hilal","Defender","1999-02-09"
"KSA9","Player","Musab Aljuwayr","Saudi Arabia","Al-Qadsiah","Midfielder","2003-06-20"
"KSA10","Player","Ziyad Aljohani","Saudi Arabia","Al-Ahli Saudi FC","Midfielder","2001-11-11"
"KSA11","Player","Abdullah Alkhaibari","Saudi Arabia","Al-Nassr","Midfielder","1996-08-15"
"KSA12","Player","Nasser Aldawsari","Saudi Arabia","Al-Hilal","Midfielder","1998-12-19"
"KSA13","Photo","Saudi Arabia Team Photo","Saudi Arabia","","",""
"KSA14","Player","Saleh Abu Alshamat","Saudi Arabia","Al-Qadsiah","Forward","2002-09-14"
"KSA15","Player","Marwan Alsahafi","Saudi Arabia","Beerschot","Forward","2004-02-17"
"KSA16","Player","Salem Aldawsari","Saudi Arabia","Al-Hilal","Forward","1991-08-19"
"KSA17","Player","Abdulrahman Alobud","Saudi Arabia","Al-Ittihad","Forward","1995-06-01"
"KSA18","Player","Feras Albrikan","Saudi Arabia","Al-Ahli Saudi FC","Forward","2000-05-14"
"KSA19","Player","Saleh Alshehri","Saudi Arabia","Al-Ittihad","Forward","1993-11-01"
"KSA20","Player","Abdullah Alhamdan","Saudi Arabia","Al-Nassr","Forward","1999-09-13"
"URU1","Badge","Uruguay Team Crest","Uruguay","","",""
"URU2","Player","Sergio Rochet","Uruguay","Internacional","Goalkeeper","1993-03-23"
